NodeID,CAM_YEAR,state_y,CAND_PTY_AFFILIATION
236,1982,CA,REP
1527,1982,CA,REP
1668,1982,CO,REP
1249,1982,CT,DEM
1467,1982,CT,DEM
1219,1982,CT,REP
67,1982,DE,DEM
1347,1982,FL,DEM
658,1982,FL,REP
1349,1982,FL,REP
1724,1982,FL,DEM
1319,1982,FL,REP
1589,1982,GA,DEM
1636,1982,GA,DEM
665,1982,GU,REP
1486,1982,IA,DEM
1285,1982,ID,DEM
1751,1982,ID,DEM
1324,1982,IL,DEM
964,1982,IL,DEM
145,1982,IL,DEM
1093,1982,IN,DEM
734,1982,IN,REP
1390,1982,IN,DEM
1716,1982,KS,DEM
230,1982,MD,DEM
620,1982,MD,REP
1412,1982,ME,REP
1727,1982,MI,REP
1707,1982,MI,REP
291,1982,MI,DEM
1547,1982,MN,DFL
1346,1982,MN,DEM
385,1982,MN,DFL
1874,1982,MO,DEM
1017,1982,MS,REP
915,1982,MS,DEM
1831,1982,NC,DEM
805,1982,NC,REP
703,1982,NC,DEM
796,1982,NC,DEM
175,1982,NJ,REP
1815,1982,NJ,DEM
503,1982,NM,DEM
407,1982,NV,DEM
1839,1982,NV,REP
1472,1982,NY,DEM
1817,1982,NY,DEM
1523,1982,NY,DEM
669,1982,NY,REP
1526,1982,OH,REP
883,1982,OH,REP
257,1982,OH,DEM
1234,1982,OH,REP
582,1982,OH,REP
979,1982,OH,DEM
1729,1982,OR,REP
1272,1982,OR,DEM
1722,1982,PA,DEM
684,1982,PA,DEM
1270,1982,PA,DEM
1038,1982,PA,REP
1605,1982,PA,REP
1745,1982,SC,DEM
1787,1982,SC,DEM
101,1982,TN,DEM
1775,1982,TN,REP
801,1982,TN,DEM
1189,1982,TX,REP
621,1982,TX,REP
720,1982,TX,DEM
689,1982,TX,REP
813,1982,TX,DEM
1834,1982,TX,DEM
1517,1982,TX,DEM
1502,1982,UT,REP
623,1982,VA,REP
1711,1982,VA,DEM
1515,1982,VA,DEM
688,1982,VA,DEM
777,1982,WA,REP
1459,1982,WI,DEM
1455,1982,WV,DEM
1749,1982,WV,DEM
1892,1982,WV,DEM
1681,1982,MI,REP
545,1982,AK,REP
939,1982,AL,REP
896,1982,AL,REP
1499,1982,AL,DEM
652,1982,AL,DEM
997,1982,AL,DEM
721,1982,AL,REP
561,1982,AR,DEM
1100,1982,AR,REP
1599,1982,AZ,REP
1827,1982,AZ,DEM
1772,1982,AZ,REP
1640,1982,AZ,REP
1216,1982,CA,DEM
797,1982,CA,REP
735,1982,CA,DEM
736,1982,CA,DEM
1439,1982,CA,DEM
888,1982,CA,DEM
1754,1982,CA,DEM
938,1982,CA,DEM
1391,1982,CA,REP
1271,1982,CA,REP
1442,1982,CA,DEM
1529,1982,CA,DEM
1287,1982,CA,REP
1055,1982,CA,REP
829,1982,CA,DEM
1462,1982,CA,REP
635,1982,CA,DEM
1859,1982,CA,DEM
1635,1982,CA,REP
912,1982,CA,REP
1121,1982,CA,DEM
861,1982,CA,DEM
568,1982,CA,DEM
1345,1982,CA,REP
1326,1982,CA,DEM
710,1982,CA,DEM
1538,1982,CA,DEM
595,1982,CA,REP
1832,1982,CA,DEM
729,1982,CA,REP
1680,1982,CO,DEM
1891,1982,CO,DEM
833,1982,CT,DEM
1042,1982,CT,DEM
1414,1982,CT,REP
1452,1982,CT,DEM
975,1982,DC,DEM
966,1982,DE,REP
1026,1982,FL,DEM
640,1982,FL,DEM
779,1982,FL,DEM
1908,1982,FL,REP
1044,1982,FL,DEM
1196,1982,FL,DEM
597,1982,FL,REP
1310,1982,FL,DEM
1548,1982,FL,DEM
974,1982,FL,DEM
1051,1982,GA,DEM
702,1982,GA,DEM
1315,1982,GA,DEM
292,1982,GA,DEM
1013,1982,GA,DEM
1050,1982,GA,REP
1399,1982,GA,DEM
960,1982,GA,DEM
1208,1982,GA,DEM
613,1982,GA,DEM
1897,1982,GU,DEM
1134,1982,HI,DEM
558,1982,HI,DEM
1304,1982,IA,REP
192,1982,IA,REP
1726,1982,IA,DEM
1107,1982,IA,DEM
633,1982,IA,DEM
1104,1982,ID,REP
1476,1982,IL,DEM
1644,1982,IL,DEM
891,1982,IL,REP
973,1982,IL,DEM
1191,1982,IL,REP
815,1982,IL,DEM
1630,1982,IL,DEM
1906,1982,IL,DEM
575,1982,IL,DEM
845,1982,IL,REP
1389,1982,IL,REP
956,1982,IL,REP
828,1982,IL,REP
569,1982,IL,REP
1509,1982,IL,REP
1431,1982,IL,REP
1584,1982,IL,REP
988,1982,IL,REP
1351,1982,IL,REP
1569,1982,IL,DEM
1709,1982,IL,DEM
639,1982,IN,DEM
992,1982,IN,DEM
693,1982,IN,DEM
1150,1982,IN,REP
963,1982,IN,DEM
1483,1982,IN,REP
1099,1982,IN,DEM
1696,1982,IN,DEM
1201,1982,IN,DEM
1687,1982,KS,REP
1890,1982,KS,REP
1053,1982,KS,DEM
1178,1982,KY,DEM
1488,1982,KY,DEM
1384,1982,KY,DEM
1733,1982,KY,REP
768,1982,KY,REP
1550,1982,KY,DEM
1325,1982,LA,REP
670,1982,LA,DEM
1820,1982,LA,REP
1179,1982,LA,DEM
1461,1982,LA,REP
698,1982,LA,DEM
1331,1982,LA,DEM
823,1982,MA,REP
931,1982,MA,DEM
920,1982,MA,DEM
315,1982,MA,DEM
1510,1982,MA,DEM
1451,1982,MA,DEM
1130,1982,MA,REP
1771,1982,MA,DEM
929,1982,MD,DEM
626,1982,MD,REP
1330,1982,MD,DEM
340,1982,MD,DEM
1166,1982,MD,REP
1743,1982,MD,DEM
1450,1982,MD,DEM
98,1982,MI,DEM
1575,1982,MI,REP
1896,1982,MI,DEM
1764,1982,MI,REP
1663,1982,MI,REP
765,1982,MI,DEM
1253,1982,MI,DEM
1819,1982,MI,DEM
1833,1982,MI,REP
560,1982,MI,DEM
676,1982,MI,DEM
898,1982,MI,DEM
1490,1982,MI,DEM
1007,1982,MI,DEM
899,1982,MI,DEM
704,1982,MI,DEM
664,1982,MI,DEM
706,1982,MI,REP
1090,1982,MN,REP
1021,1982,MN,REP
1836,1982,MN,DEM
363,1982,MN,DFL
1752,1982,MN,REP
1513,1982,MN,DEM
798,1982,MO,DEM
1910,1982,MO,DEM
1039,1982,MO,DEM
1714,1982,MO,DEM
672,1982,MO,DEM
811,1982,MO,REP
1796,1982,MO,REP
1838,1982,MO,DEM
730,1982,MO,DEM
1880,1982,MS,DEM
690,1982,MS,DEM
1458,1982,MS,DEM
1335,1982,MS,REP
1364,1982,MT,REP
253,1982,NC,DEM
1011,1982,NC,DEM
1878,1982,NC,DEM
570,1982,NC,DEM
1489,1982,NC,DEM
1568,1982,NC,DEM
1627,1982,NC,DEM
1133,1982,NC,DEM
1368,1982,NC,REP
716,1982,NC,REP
1085,1982,NC,DEM
571,1982,ND,REP
1730,1982,NE,REP
856,1982,NH,DEM
999,1982,NJ,DEM
1182,1982,NJ,DEM
1177,1982,NJ,DEM
1804,1982,NJ,DEM
981,1982,NJ,REP
1008,1982,NJ,REP
1354,1982,NJ,DEM
1621,1982,NJ,DEM
1163,1982,NJ,REP
1619,1982,NJ,DEM
1444,1982,NJ,DEM
1609,1982,NJ,REP
1536,1982,NJ,DEM
1340,1982,NM,REP
1642,1982,NM,DEM
1656,1982,NV,DEM
916,1982,NY,DEM
567,1982,NY,DEM
1312,1982,NY,REP
1895,1982,NY,DEM
556,1982,NY,DEM
1628,1982,NY,DEM
653,1982,NY,DEM
1672,1982,NY,DEM
787,1982,NY,DEM
1736,1982,NY,DEM
1604,1982,NY,DEM
1912,1982,NY,DEM
1168,1982,NY,DEM
1475,1982,NY,DEM
402,1982,NY,DEM
1866,1982,NY,DEM
660,1982,NY,DEM
1522,1982,NY,DEM
990,1982,NY,REP
1048,1982,NY,REP
1406,1982,NY,DEM
1769,1982,NY,DEM
1401,1982,NY,REP
1447,1982,NY,REP
1899,1982,NY,REP
1103,1982,NY,DEM
1174,1982,NY,REP
820,1982,NY,REP
1283,1982,NY,DEM
1505,1982,NY,DEM
1243,1982,NY,REP
1344,1982,NY,DEM
1065,1982,OH,REP
1342,1982,OH,DEM
1088,1982,OH,REP
1296,1982,OH,REP
1113,1982,OH,REP
1770,1982,OH,DEM
709,1982,OH,REP
1257,1982,OH,REP
585,1982,OH,DEM
1435,1982,OH,REP
1753,1982,OH,REP
893,1982,OH,REP
1543,1982,OH,DEM
1688,1982,OH,DEM
1904,1982,OH,REP
1591,1982,OH,REP
583,1982,OH,REP
577,1982,OH,DEM
1511,1982,OH,DEM
1766,1982,OH,DEM
1470,1982,OH,DEM
1227,1982,OK,DEM
1855,1982,OK,DEM
941,1982,OK,REP
949,1982,OK,DEM
589,1982,OR,DEM
1828,1982,OR,DEM
922,1982,OR,DEM
1860,1982,OR,DEM
1073,1982,PA,DEM
1306,1982,PA,DEM
1682,1982,PA,REP
1907,1982,PA,DEM
936,1982,PA,DEM
1274,1982,PA,DEM
1705,1982,PA,REP
1398,1982,PA,REP
1479,1982,PA,DEM
834,1982,PA,REP
1844,1982,PA,REP
957,1982,PA,DEM
72,1982,PA,DEM
1843,1982,PA,DEM
1059,1982,PA,REP
1036,1982,PA,DEM
1474,1982,PA,DEM
1363,1982,PA,REP
588,1982,PA,REP
830,1982,PR,DEM
1746,1982,RI,DEM
630,1982,RI,DEM
874,1982,SC,DEM
1744,1982,SC,REP
890,1982,SC,DEM
1162,1982,SC,DEM
1210,1982,SC,DEM
1579,1982,TN,REP
144,1982,TN,REP
1327,1982,TN,DEM
1062,1982,TN,DEM
631,1982,TN,REP
1226,1982,TN,DEM
1004,1982,TN,DEM
1095,1982,TX,DEM
1884,1982,TX,DEM
816,1982,TX,REP
1615,1982,TX,DEM
1382,1982,TX,DEM
578,1982,TX,REP
935,1982,TX,DEM
705,1982,TX,DEM
1560,1982,TX,DEM
1900,1982,TX,DEM
1144,1982,TX,DEM
1918,1982,TX,DEM
1875,1982,TX,DEM
1057,1982,TX,DEM
1539,1982,TX,REP
1239,1982,TX,DEM
1024,1982,TX,DEM
1410,1982,UT,DEM
1365,1982,UT,REP
1821,1982,VA,REP
1877,1982,VA,REP
1661,1982,VA,DEM
859,1982,VA,REP
739,1982,VA,REP
1616,1982,VA,REP
1110,1982,VA,DEM
1850,1982,VA,REP
991,1982,VA,DEM
1894,1982,VA,REP
1917,1982,VI,DEM
1206,1982,VT,REP
1570,1982,WA,REP
677,1982,WA,DEM
1394,1982,WA,DEM
1002,1982,WA,DEM
897,1982,WA,DEM
554,1982,WA,DEM
586,1982,WI,DEM
1237,1982,WI,DEM
605,1982,WI,DEM
1911,1982,WI,DEM
1595,1982,WI,DEM
1514,1982,WI,DEM
1456,1982,WV,DEM
1583,1982,WV,DEM
1718,1982,AL,REP
464,1982,AL,DEM
651,1982,AR,REP
576,1982,AR,DEM
1379,1982,CA,DEM
977,1982,CA,DEM
1704,1982,CA,REP
809,1982,CA,DEM
1533,1982,CA,REP
1803,1982,CA,REP
1638,1982,CA,DEM
902,1982,CA,DEM
1081,1982,CA,REP
918,1982,CA,REP
1317,1982,CA,REP
862,1982,CA,REP
1267,1982,CO,DEM
1275,1982,CO,REP
1587,1982,CT,DEM
1190,1982,FL,DEM
359,1982,FL,DEM
1429,1982,FL,DEM
1747,1982,FL,DEM
1792,1982,IA,REP
1762,1982,IL,DEM
1564,1982,IL,REP
844,1982,IL,REP
885,1982,IN,REP
1207,1982,KS,REP
1879,1982,KS,REP
1170,1982,KY,REP
1303,1982,LA,DEM
671,1982,MA,DEM
1695,1982,MA,DEM
1383,1982,MA,DEM
908,1982,MA,DEM
745,1982,MD,DEM
614,1982,MD,DEM
1732,1982,ME,REP
875,1982,MI,REP
954,1982,MN,REP
1706,1982,MN,DFL
1647,1982,MN,DEM
1152,1982,MS,REP
1759,1982,MS,DEM
1883,1982,MT,DEM
646,1982,NE,REP
866,1982,NE,REP
474,1982,NJ,REP
1634,1982,NJ,REP
835,1982,NJ,REP
1084,1982,NJ,DEM
764,1982,NY,REP
760,1982,NY,REP
983,1982,NY,DEM
1359,1982,NY,DEM
1075,1982,NY,REP
1034,1982,NY,DEM
1556,1982,NY,DEM
1738,1982,NY,REP
1308,1982,NY,REP
1096,1982,OH,DEM
1882,1982,OH,REP
1785,1982,OK,DEM
1484,1982,PA,DEM
913,1982,PA,REP
1610,1982,PA,REP
598,1982,PA,DEM
803,1982,PA,REP
1678,1982,RI,REP
749,1982,SC,REP
865,1982,SD,DEM
674,1982,TN,DEM
1067,1982,TX,DEM
937,1982,TX,DEM
1305,1982,TX,DEM
1902,1982,TX,REP
1758,1982,TX,DEM
1311,1982,TX,DEM
1101,1982,TX,DEM
1328,1982,TX,REP
965,1982,VI,REP
1782,1982,WA,DEM
1337,1982,WA,DEM
1632,1982,WI,REP
458,1982,WI,REP
638,1982,WV,REP
1755,1982,WV,REP
781,1982,WY,REP
1473,1982,AK,REP
889,1982,AL,REP
1054,1982,AZ,REP
904,1982,CT,DEM
1767,1982,FL,DEM
1122,1982,FL,REP
1381,1982,GA,REP
1441,1982,GA,DEM
1784,1982,ID,REP
901,1982,IL,DEM
1578,1982,IN,REP
1006,1982,KY,DEM
932,1982,NC,REP
1641,1982,NH,REP
1777,1982,NH,REP
855,1982,NY,REP
1501,1982,OK,REP
1402,1982,SD,DEM
549,1982,SD,REP
1063,1982,WA,REP
1236,1982,WI,REP
1760,1982,AK,REP
64,1982,CA,DEM
1888,1982,CA,REP
196,1982,FL,REP
1506,1982,GA,DEM
324,1982,KY,REP
948,1982,ME,REP
1448,1982,ME,DEM
878,1982,MN,DFL
1102,1982,MO,REP
1298,1982,NJ,DEM
1262,1982,NJ,DEM
659,1982,NM,DEM
1129,1982,NV,REP
1816,1982,TX,REP
1559,1982,VA,DEM
1571,1982,WI,DEM
1071,1982,AK,DEM
724,1982,AR,DEM
846,1982,CA,DEM
1123,1982,CA,REP
1114,1982,CO,DEM
1788,1982,GA,DEM
1194,1982,HI,DEM
852,1982,IA,DEM
794,1982,ID,DEM
1339,1982,IN,REP
906,1982,KS,REP
1224,1982,LA,DEM
930,1982,MO,DEM
1466,1982,NC,DEM
926,1982,NH,DEM
1299,1982,NV,REP
1204,1982,NY,REP
1052,1982,OH,DEM
1426,1982,OH,DEM
1164,1982,SC,DEM
1035,1982,UT,REP
288,1982,VT,DEM
1353,1982,WA,DEM
1495,1982,WI,DEM
879,1982,AZ,DEM
1864,1982,CT,REP
786,1982,FL,DEM
1380,1982,HI,DEM
1392,1982,ID,REP
1549,1982,IL,REP
627,1982,IN,DEM
1333,1982,LA,DEM
1245,1982,MA,DEM
1658,1982,MD,DEM
1481,1982,ME,DEM
1606,1982,MI,DEM
858,1982,MO,REP
1424,1982,MT,DEM
728,1982,ND,DEM
1915,1982,NE,DEM
1881,1982,NJ,DEM
1676,1982,NM,REP
754,1982,NV,DEM
1556,1982,NY,REP
1471,1982,NY,DEM
1528,1982,OR,REP
1136,1982,PA,REP
1742,1982,PA,REP
773,1982,RI,REP
1545,1982,RI,DEM
1660,1982,TN,DEM
602,1982,TN,REP
645,1982,TX,DEM
213,1982,UT,REP
1748,1982,VT,REP
1198,1982,WA,DEM
743,1982,WV,DEM
1586,1982,WV,DEM
1845,1982,WY,REP
1763,1982,AL,DEM
1132,1982,AL,DEM
1573,1982,AR,DEM
581,1982,CO,REP
654,1982,DE,DEM
1211,1982,IA,REP
1235,1982,KS,REP
1180,1982,KY,DEM
1822,1982,MA,DEM
1377,1982,MD,REP
810,1982,ME,REP
1313,1982,MI,DEM
685,1982,MN,REP
925,1982,MN,REP
87,1982,MS,REP
625,1982,MT,DEM
1137,1982,NC,REP
969,1982,NE,DEM
1184,1982,NH,REP
694,1982,NJ,DEM
907,1982,NM,REP
683,1982,OK,DEM
1120,1982,OR,REP
1809,1982,SC,REP
1567,1982,SD,REP
1278,1982,TX,DEM
1852,1982,VA,REP
1710,1982,WY,REP
971,1984,AS,IND
1776,1984,AS,DEM
780,1984,CA,REP
1639,1984,CA,REP
1293,1984,CA,DEM
477,1984,CA,DEM
984,1984,CA,REP
928,1984,CA,DEM
624,1984,CA,DEM
1336,1984,CA,REP
711,1984,CO,REP
1037,1984,CT,DEM
882,1984,CT,REP
1393,1984,FL,REP
1697,1984,FL,REP
1119,1984,GA,DEM
961,1984,IA,REP
842,1984,ID,REP
1854,1984,IL,DEM
1662,1984,IL,DEM
1369,1984,IL,REP
1145,1984,IN,REP
86,1984,IN,REP
415,1984,KS,REP
418,1984,KY,REP
1794,1984,LA,DEM
1165,1984,LA,REP
1016,1984,MA,DEM
643,1984,MD,REP
1465,1984,MD,REP
924,1984,MI,REP
850,1984,MI,DEM
1143,1984,MI,DEM
1863,1984,MN,REP
599,1984,MO,REP
946,1984,MO,REP
1222,1984,NC,REP
1138,1984,NC,REP
911,1984,ND,DEM
1719,1984,NH,REP
622,1984,NH,REP
1077,1984,NH,REP
377,1984,NJ,DEM
927,1984,NJ,DEM
1602,1984,NM,DEM
1713,1984,NM,REP
1403,1984,NY,REP
1301,1984,NY,REP
452,1984,NY,DEM
1453,1984,NY,REP
1367,1984,NY,REP
1400,1984,OH,REP
1862,1984,OH,REP
1694,1984,OH,DEM
933,1984,OH,DEM
1397,1984,OK,DEM
1720,1984,OR,REP
540,1984,OR,DEM
1000,1984,PA,DEM
840,1984,PA,REP
1112,1984,PA,DEM
1482,1984,PA,DEM
1232,1984,PA,DEM
1492,1984,PA,REP
998,1984,PA,DEM
1463,1984,PA,DEM
841,1984,PA,DEM
1404,1984,PA,DEM
1116,1984,SC,REP
1487,1984,SC,REP
1614,1984,SD,REP
1094,1984,TX,DEM
986,1984,TX,REP
1535,1984,TX,DEM
572,1984,TX,DEM
1105,1984,UT,REP
666,1984,VA,REP
1532,1984,VA,REP
1468,1984,WA,REP
1086,1984,WI,REP
1555,1984,WI,REP
1187,1984,WV,DEM
955,1984,AL,DEM
318,1984,AZ,REP
1269,1984,AZ,REP
1418,1984,AZ,DEM
686,1984,CA,DEM
40,1984,CA,DEM
1916,1984,CA,REP
1309,1984,CA,DEM
649,1984,CA,DEM
1314,1984,CA,DEM
1370,1984,CA,DEM
59,1984,CA,REP
1386,1984,CA,REP
236,1984,CA,REP
1527,1984,CA,REP
1668,1984,CO,REP
1249,1984,CT,DEM
1467,1984,CT,DEM
1219,1984,CT,REP
67,1984,DE,DEM
1347,1984,FL,DEM
658,1984,FL,REP
1349,1984,FL,REP
1724,1984,FL,DEM
1319,1984,FL,REP
1589,1984,GA,DEM
1636,1984,GA,DEM
665,1984,GU,REP
1486,1984,IA,DEM
1285,1984,ID,DEM
1751,1984,ID,DEM
1324,1984,IL,DEM
964,1984,IL,DEM
145,1984,IL,DEM
1093,1984,IN,DEM
734,1984,IN,REP
1390,1984,IN,DEM
1716,1984,KS,DEM
230,1984,MD,DEM
620,1984,MD,REP
1412,1984,ME,REP
1707,1984,MI,REP
291,1984,MI,DEM
1547,1984,MN,DFL
1346,1984,MN,DEM
385,1984,MN,DFL
1874,1984,MO,DEM
1017,1984,MS,REP
915,1984,MS,DEM
1831,1984,NC,DEM
805,1984,NC,REP
703,1984,NC,DEM
796,1984,NC,DEM
175,1984,NJ,REP
1815,1984,NJ,DEM
503,1984,NM,DEM
407,1984,NV,DEM
1839,1984,NV,REP
1472,1984,NY,DEM
1817,1984,NY,DEM
1523,1984,NY,DEM
669,1984,NY,REP
1526,1984,OH,REP
883,1984,OH,REP
257,1984,OH,DEM
1234,1984,OH,REP
582,1984,OH,REP
979,1984,OH,DEM
1729,1984,OR,REP
1272,1984,OR,DEM
1722,1984,PA,DEM
684,1984,PA,DEM
1270,1984,PA,DEM
1038,1984,PA,REP
1605,1984,PA,REP
1745,1984,SC,DEM
1787,1984,SC,DEM
101,1984,TN,DEM
1775,1984,TN,REP
801,1984,TN,DEM
1189,1984,TX,REP
621,1984,TX,REP
720,1984,TX,DEM
689,1984,TX,REP
813,1984,TX,DEM
1834,1984,TX,DEM
1517,1984,TX,DEM
1502,1984,UT,REP
623,1984,VA,REP
1711,1984,VA,DEM
1515,1984,VA,DEM
688,1984,VA,DEM
777,1984,WA,REP
1459,1984,WI,DEM
1455,1984,WV,DEM
1749,1984,WV,DEM
1892,1984,WV,DEM
746,1984,AL,REP
1617,1984,AR,DEM
737,1984,CA,DEM
523,1984,CA,DEM
1768,1984,CO,REP
1637,1984,CT,REP
1783,1984,GA,REP
864,1984,GA,DEM
1321,1984,IA,REP
1124,1984,IL,DEM
120,1984,IL,DEM
976,1984,IL,REP
1082,1984,IL,REP
717,1984,IL,DEM
1072,1984,IL,DEM
511,1984,IN,DEM
1427,1984,KS,REP
1550,1984,KY,DEM
587,1984,MA,DEM
1417,1984,MD,DEM
1139,1984,MI,REP
1681,1984,MI,REP
722,1984,MO,REP
806,1984,NC,REP
1416,1984,NC,REP
771,1984,NE,DEM
1031,1984,NJ,REP
1666,1984,NJ,REP
1155,1984,NY,DEM
553,1984,NY,DEM
900,1984,NY,REP
934,1984,NY,REP
1818,1984,OH,DEM
1867,1984,PA,REP
1158,1984,PA,DEM
1028,1984,PR,DEM
1061,1984,TN,DEM
873,1984,TN,DEM
15,1984,TX,REP
1779,1984,TX,REP
819,1984,TX,REP
880,1984,TX,REP
738,1984,TX,DEM
580,1984,TX,REP
1457,1984,UT,REP
1717,1984,VA,REP
1440,1984,WA,REP
1261,1984,WI,DEM
545,1984,AK,REP
939,1984,AL,REP
896,1984,AL,REP
1499,1984,AL,DEM
652,1984,AL,DEM
997,1984,AL,DEM
721,1984,AL,REP
561,1984,AR,DEM
1100,1984,AR,REP
1599,1984,AZ,REP
1827,1984,AZ,DEM
1772,1984,AZ,REP
1640,1984,AZ,REP
1216,1984,CA,DEM
797,1984,CA,REP
735,1984,CA,DEM
736,1984,CA,DEM
1439,1984,CA,DEM
888,1984,CA,DEM
1754,1984,CA,DEM
938,1984,CA,DEM
1391,1984,CA,REP
1271,1984,CA,REP
1442,1984,CA,DEM
1529,1984,CA,DEM
1287,1984,CA,REP
1055,1984,CA,REP
829,1984,CA,DEM
1462,1984,CA,REP
635,1984,CA,DEM
1859,1984,CA,DEM
1635,1984,CA,REP
912,1984,CA,REP
1121,1984,CA,DEM
861,1984,CA,DEM
568,1984,CA,DEM
1345,1984,CA,REP
1326,1984,CA,DEM
710,1984,CA,DEM
1538,1984,CA,DEM
595,1984,CA,REP
1832,1984,CA,DEM
729,1984,CA,REP
1680,1984,CO,DEM
1891,1984,CO,DEM
833,1984,CT,DEM
1042,1984,CT,DEM
1414,1984,CT,REP
1452,1984,CT,DEM
975,1984,DC,DEM
966,1984,DE,REP
1026,1984,FL,DEM
640,1984,FL,DEM
779,1984,FL,DEM
1908,1984,FL,REP
1044,1984,FL,DEM
1196,1984,FL,REP
597,1984,FL,REP
1310,1984,FL,DEM
1548,1984,FL,DEM
974,1984,FL,DEM
1051,1984,GA,DEM
702,1984,GA,DEM
1315,1984,GA,DEM
292,1984,GA,DEM
1013,1984,GA,DEM
1050,1984,GA,REP
1399,1984,GA,DEM
960,1984,GA,DEM
1208,1984,GA,DEM
613,1984,GA,DEM
1897,1984,GU,DEM
1134,1984,HI,DEM
558,1984,HI,DEM
1304,1984,IA,REP
192,1984,IA,REP
1726,1984,IA,DEM
1107,1984,IA,DEM
633,1984,IA,DEM
1104,1984,ID,REP
1476,1984,IL,DEM
1644,1984,IL,DEM
891,1984,IL,REP
973,1984,IL,DEM
1191,1984,IL,REP
815,1984,IL,DEM
1630,1984,IL,DEM
1906,1984,IL,DEM
575,1984,IL,DEM
845,1984,IL,REP
1389,1984,IL,REP
956,1984,IL,REP
828,1984,IL,REP
569,1984,IL,REP
1509,1984,IL,REP
1431,1984,IL,REP
1584,1984,IL,REP
988,1984,IL,REP
1351,1984,IL,REP
1569,1984,IL,DEM
1709,1984,IL,DEM
639,1984,IN,DEM
992,1984,IN,DEM
693,1984,IN,DEM
1150,1984,IN,REP
963,1984,IN,DEM
1483,1984,IN,REP
1099,1984,IN,DEM
1696,1984,IN,DEM
1201,1984,IN,DEM
1687,1984,KS,REP
1890,1984,KS,REP
1053,1984,KS,DEM
1178,1984,KY,DEM
1488,1984,KY,DEM
1384,1984,KY,DEM
1733,1984,KY,REP
768,1984,KY,REP
1325,1984,LA,REP
670,1984,LA,DEM
1820,1984,LA,REP
1179,1984,LA,DEM
1461,1984,LA,REP
698,1984,LA,DEM
1331,1984,LA,DEM
823,1984,MA,REP
931,1984,MA,DEM
920,1984,MA,DEM
315,1984,MA,DEM
1510,1984,MA,DEM
1451,1984,MA,DEM
1130,1984,MA,REP
1771,1984,MA,DEM
929,1984,MD,DEM
626,1984,MD,REP
1330,1984,MD,DEM
340,1984,MD,DEM
1166,1984,MD,REP
1743,1984,MD,DEM
1450,1984,MD,DEM
98,1984,MI,DEM
1575,1984,MI,REP
1896,1984,MI,DEM
1764,1984,MI,REP
1663,1984,MI,REP
765,1984,MI,DEM
1253,1984,MI,DEM
1819,1984,MI,DEM
1833,1984,MI,REP
560,1984,MI,DEM
676,1984,MI,DEM
898,1984,MI,DEM
1490,1984,MI,DEM
1007,1984,MI,DEM
899,1984,MI,DEM
704,1984,MI,DEM
664,1984,MI,DEM
706,1984,MI,REP
1090,1984,MN,REP
1021,1984,MN,REP
1836,1984,MN,DFL
363,1984,MN,DFL
1752,1984,MN,REP
1513,1984,MN,DFL
798,1984,MO,DEM
1910,1984,MO,DEM
1039,1984,MO,DEM
